readnames	chr	start	end	count
SRR10612065.1656923_SRR10612065.1660569_SRR10612065.2069284_SRR10612065.2620338_SRR10612065.8025412	chr5	142264863	142311689	5
SRR10612065.1657282	chr9	140115968	140116128	1
SRR10612065.1657292	chr12	26834814	26839553	1
SRR10612065.1657350	chr13	54048508	54048998	1
SRR10612065.1657684_SRR10612065.2117850_SRR10612065.5468745_SRR10612065.6173473_SRR10612065.1900417	chr4	119026173	119064840	5
SRR10612065.1657802	chr11	6432273	6432382	1
SRR10612065.1658005_SRR10612065.2607384_SRR10612065.3296644	chr12	99194872	99223118	3
SRR10612065.1658134	chr3	40460064	40460324	1
SRR10612065.1658183	chr3	8358466	8358571	1
SRR10612065.1658392_SRR10612065.2667977_SRR10612065.2691459	chr15	25207258	25213230	3
SRR10612065.1658397_SRR10612065.1708299_SRR10612065.1919318_SRR10612065.2407641_SRR10612065.3963529_SRR10612065.162282_SRR10612065.1836040	chr10	123681889	123683836	7
SRR10612065.1658478	chr9	32966674	32989895	1
SRR10612065.1658739	chr9	23659618	23662938	1
SRR10612065.1659222	chr4	77053826	77057401	1
SRR10612065.1659239	chr2	99812451	99812576	1
SRR10612065.1659309	chr13	32836455	32839705	1
SRR10612065.1659328	chr5	70861955	70862143	1
SRR10612065.1659573	chr11	127811221	127811311	1
SRR10612065.1660091	chr12	113535038	113535213	1
SRR10612065.1660151	chr16	30764580	30764870	1
SRR10612065.1660688	chr8	66582105	66617164	1
SRR10612065.1660847_SRR10612065.6406176	chr4	153332758	153332923	2
SRR10612065.1661274	chr13	77791990	77817278	1
SRR10612065.1661926	chr7	102835472	102836352	1
SRR10612065.1662346	chr3	181422419	181422932	1
SRR10612065.1662845	chr19	4193251	4193341	1
SRR10612065.1662971	chr2	54760272	54760438	1
SRR10612065.1663337	chr3	117498205	117498435	1
SRR10612065.1663696_SRR10612065.3634763_SRR10612065.4249178_SRR10612065.4502663_SRR10612065.4954293_SRR10612065.5040312_SRR10612065.5436904_SRR10612065.5715009_SRR10612065.6140306_SRR10612065.6630321_SRR10612065.7637861_SRR10612065.8058046_SRR10612065.4172559	chr11	65272264	65272405	13
SRR10612065.1663809	chr2	55562499	55562699	1
SRR10612065.1664004	chr8	22470602	22471792	1
SRR10612065.1664078	chr3	41722998	41916667	1
SRR10612065.1664406	chr22	24031523	24031688	1
SRR10612065.1664420	chr17	29483026	29490398	1
SRR10612065.1664953	chr15	63984659	63986316	1
SRR10612065.1664971	chr4	13603857	13604058	1
SRR10612065.1664975	chr1	70518723	70573506	1
SRR10612065.1665579	chr2	175041727	175042196	1
SRR10612065.1666188	chr2	50577915	50578501	1
SRR10612065.1666766	chr15	77685308	77686119	1
SRR10612065.1666835	chr14	53764550	53764694	1
SRR10612065.1666881	chr2	165766103	165768172	1
SRR10612065.1667030	chr1	203696908	203697137	1
SRR10612065.1667444	chr8	91836968	91893345	1
SRR10612065.1668728	chr15	63991138	64019928	1
SRR10612065.1668745_SRR10612065.1890792_SRR10612065.2769694_SRR10612065.4830964	chr2	178305693	178307206	4
SRR10612065.1668808	chr10	104249547	104249689	1
SRR10612065.1668900	chr4	148743921	148768337	1
SRR10612065.1668987	chr13	48238625	48273914	1
SRR10612065.1669076_SRR10612065.764001_SRR10612065.1977523_SRR10612065.2479417	chr14	76173360	76187046	4
SRR10612065.1669453	chr5	67594069	67594603	1
SRR10612065.1669722	chr15	90984851	90986710	1
SRR10612065.1670093	chr17	37717719	37717934	1
SRR10612065.1670229	chr4	26664621	26667997	1
SRR10612065.1670839_SRR10612065.3161722	chr6	16486203	16658132	2
SRR10612065.1671148	chr3	143236673	143236841	1
SRR10612065.1671298	chr7	64630612	64630722	1
SRR10612065.1671482	chr6	34574331	34614575	1
SRR10612065.1671514_SRR10612065.2240005_SRR10612065.4608171_SRR10612065.4811720	chr3	149563859	149589884	4
SRR10612065.1671568	chr16	8895537	8896058	1
SRR10612065.1671888	chr15	57710367	57710598	1
SRR10612065.1671914_SRR10612065.4159560	chr8	142264401	142264729	2
SRR10612065.1671965_SRR10612065.3500958	chr17	42992552	42992739	2
SRR10612065.1672433_SRR10612065.2830319	chr1	117957430	117984934	2
SRR10612065.1672552_SRR10612065.8398791	chr1	228681929	228682134	2
SRR10612065.1672611	chr10	112637895	112638207	1
SRR10612065.1673229	chr14	56114743	56120312	1
SRR10612065.1673611	chrX	131471597	131471779	1
SRR10612065.1673789	chr10	28862406	28862922	1
SRR10612065.1673965_SRR10612065.4072598	chr1	237586391	237620037	2
SRR10612065.1674202	chr2	56137942	56138117	1
SRR10612065.1674250	chr4	186168446	186209235	1
SRR10612065.1674402	chr12	99061289	99080652	1
SRR10612065.1674479	chr10	32751937	32761451	1
SRR10612065.1674800_SRR10612065.2333356	chr5	131214700	131252618	2
SRR10612065.1675286_SRR10612065.6255755	chr2	122206529	122227537	2
SRR10612065.1675319_SRR10612065.4949830	chr6	36892003	36892208	2
SRR10612065.1675812_SRR10612065.2686290_SRR10612065.8145286_SRR10612065.2228922	chr6	163837283	163837461	4
SRR10612065.1676084	chr1	21078708	21078912	1
SRR10612065.1676178	chr12	53943098	53943492	1
SRR10612065.1676667	chr1	163044809	163046119	1
SRR10612065.1676930	chr5	20179563	20180234	1
SRR10612065.1677070_SRR10612065.7471491	chr2	9017174	9017334	2
SRR10612065.1677171_SRR10612065.5379591	chr14	105180711	105180932	2
SRR10612065.1677445	chr16	53110384	53110772	1
SRR10612065.1678058_SRR10612065.1059272_SRR10612065.1430196	chr1	93029199	93101895	3
SRR10612065.1678438	chr9	130107169	130107524	1
SRR10612065.1678688	chr16	84796591	84796677	1
SRR10612065.1679766	chr4	151141907	151153917	1
SRR10612065.1679909	chr6	128388663	128388824	1
SRR10612065.1679921	chr9	36375931	36376126	1
SRR10612065.1679936	chr11	77333602	77336851	1
SRR10612065.1680070	chr11	94473928	94528234	1
SRR10612065.1680262	chr2	114467115	114467296	1
SRR10612065.1680712_SRR10612065.2892848	chr15	67956933	68040941	2
SRR10612065.1681033	chr2	109206531	109206677	1
SRR10612065.1681066	chr7	84685137	84694837	1
SRR10612065.1681587	chr12	63275337	63275719	1
SRR10612065.1682232	chr5	125904008	125911148	1
SRR10612065.1682419	chrX	133607389	133632714	1
SRR10612065.1682659	chr13	35733674	35733868	1
SRR10612065.1682730_SRR10612065.8087696	chr5	102432237	102433487	2
SRR10612065.1682912	chr14	36662324	36662529	1
SRR10612065.1682987	chrX	28916697	28916839	1
SRR10612065.1683116	chr14	76638184	76647194	1
SRR10612065.1683271	chr17	79905870	79906064	1
SRR10612065.1683346_SRR10612065.47082_SRR10612065.1859327_SRR10612065.2790427	chr5	176378520	176385137	4
SRR10612065.1683762_SRR10612065.4823800	chr13	21955607	21975826	2
SRR10612065.1683778	chrX	118144939	118145175	1
SRR10612065.1684103	chr20	34208621	34209346	1
SRR10612065.1684170	chr11	118005651	118005963	1
SRR10612065.1685327	chr4	46307583	46307725	1
SRR10612065.1685546	chr2	86075302	86090536	1
SRR10612065.1685716_SRR10612065.2212833	chr4	24572331	24572435	2
SRR10612065.1686652_SRR10612065.1750655_SRR10612065.2717789	chr6	28239631	28240565	3
SRR10612065.1686929_SRR10612065.8199119	chr19	59056438	59057194	2
SRR10612065.1687903	chr12	75878856	75879283	1
SRR10612065.1688626	chr3	137960757	137982617	1
SRR10612065.1689053	chr3	196842798	196846402	1
SRR10612065.1689696	chr1	112451616	112451789	1
SRR10612065.1689790_SRR10612065.2025172	chr1	45111081	45115429	2
SRR10612065.1689867_SRR10612065.7918434	chr12	76844630	76881399	2
SRR10612065.1690073	chr17	955442	955573	1
SRR10612065.1690165	chr19	39146523	39146658	1
SRR10612065.1690184	chr3	184041229	184041610	1
SRR10612065.1690285	chr3	76043662	76044353	1
SRR10612065.1690315_SRR10612065.1968321_SRR10612065.8120842_SRR10612065.8379487_SRR10612065.8434162	chr5	83356115	83362428	5
SRR10612065.1690404_SRR10612065.2512037	chr13	42352174	42361597	2
SRR10612065.1690503	chr3	139876176	139894854	1
SRR10612065.1690680	chr2	3199446	3199547	1
SRR10612065.1690866	chr8	31541948	31542119	1
SRR10612065.1691542	chr2	200213423	200213609	1
SRR10612065.1691678_SRR10612065.6601464	chr14	69588940	69616222	2
SRR10612065.1692034	chr2	179196906	179197377	1
SRR10612065.1692516	chr3	132789788	132796214	1
SRR10612065.1692611	chr1	110753307	110753650	1
SRR10612065.1692745_SRR10612065.4711649_SRR10612065.7681263	chr12	120554395	120554574	3
SRR10612065.1693157	chr10	70385645	70386146	1
SRR10612065.1693321	chr22	41568512	41569790	1
SRR10612065.1693375	chr8	85489484	85490027	1
SRR10612065.1693508	chr5	53396273	53396421	1
SRR10612065.1693525	chr16	30015982	30016082	1
SRR10612065.1693568	chr11	120918242	120925838	1
SRR10612065.1693744_SRR10612065.2172314_SRR10612065.4729865	chr2	159477614	159477858	3
SRR10612065.1693844	chr2	203644333	203653634	1
SRR10612065.1694019	chr4	42487512	42526865	1
SRR10612065.1694116	chr15	33180381	33192318	1
SRR10612065.1694243	chr2	152710041	152717322	1
SRR10612065.1694634	chr19	590376	590484	1
SRR10612065.1694850	chr12	13219642	13220205	1
SRR10612065.1694973	chr12	53459634	53460195	1
SRR10612065.1695078	chr9	34976644	34977611	1
SRR10612065.1695105	chr14	81209486	81227838	1
SRR10612065.1695276	chr2	61712910	61717913	1
SRR10612065.1695390	chr2	51121443	51121547	1
SRR10612065.1695833	chr19	17766735	17766854	1
SRR10612065.1696251	chr10	73820157	73820969	1
SRR10612065.1696482	chr19	18855068	18855272	1
SRR10612065.1696535	chr1	59791491	59805731	1
SRR10612065.1696537	chr5	32299424	32299564	1
SRR10612065.1696592_SRR10612065.7102512_SRR10612065.7577842	chr12	91069066	91073722	3
SRR10612065.1696648	chr15	29395191	29395365	1
SRR10612065.1696798_SRR10612065.2365582_SRR10612065.2603789_SRR10612065.5156561	chr9	103261561	103271395	4
SRR10612065.1698453_SRR10612065.2417936_SRR10612065.6688227	chr6	163984695	163984836	3
SRR10612065.1698499	chr5	180666138	180668552	1
SRR10612065.1698779_SRR10612065.7524375_SRR10612065.7641241	chr3	107429297	107451872	3
SRR10612065.1699177	chr4	39739119	39757348	1
SRR10612065.1699225	chr10	10759733	10759891	1
SRR10612065.1702501	chr11	116797970	116827689	1
SRR10612065.1703162_SRR10612065.2323191_SRR10612065.2879809_SRR10612065.8270052	chr19	47156276	47164162	4
SRR10612065.1703259_SRR10612065.2055164	chr21	32554738	32575333	2
SRR10612065.1703263_SRR10612065.3887302_SRR10612065.4207788_SRR10612065.6918091_SRR10612065.8019074	chr6	74228814	74229130	5
SRR10612065.1703466	chr7	29960561	29960750	1
SRR10612065.1703753	chr7	42834329	42836654	1
SRR10612065.1704859	chr7	151174421	151195269	1
SRR10612065.1705165_SRR10612065.1709724_SRR10612065.3043629	chr15	49575863	49584636	3
SRR10612065.1705276_SRR10612065.2069109	chr4	166399258	166399366	2
SRR10612065.1705316	chr3	139447994	139448127	1
SRR10612065.1705705	chr12	94942779	94943191	1
SRR10612065.1705745	chr2	96917321	96917761	1
SRR10612065.1705804	chr4	87268466	87269130	1
SRR10612065.1706211	chr9	34400147	34400447	1
SRR10612065.1706385_SRR10612065.2626898	chr17	61500781	61500997	2
SRR10612065.1706472	chr14	20755748	20756090	1
SRR10612065.1706495	chrX	112066326	112068361	1
SRR10612065.1707131_SRR10612065.4459112	chr1	211192249	211192552	2
SRR10612065.1707236_SRR10612065.2264812_SRR10612065.8065656_SRR10612065.1049567	chr12	14133091	14133218	4
SRR10612065.1707890	chr3	37970349	37970470	1
SRR10612065.1708170	chr2	111302698	111304244	1
SRR10612065.1709239	chr1	172578898	172579340	1
SRR10612065.1709241	chr9	96032136	96033448	1
SRR10612065.1709283	chr4	36093501	36093643	1
SRR10612065.1710055_SRR10612065.5460304_SRR10612065.5499579_SRR10612065.1544499	chr7	45621488	45622830	4
SRR10612065.1710184	chr16	71052315	71054218	1
SRR10612065.1710212	chr7	103991939	103992118	1
SRR10612065.1710306	chrX	72745626	72745821	1
SRR10612065.1710505	chr3	105412367	105421140	1
SRR10612065.1710943	chr11	9878018	9878208	1
SRR10612065.1711224	chr4	184941375	184941755	1
SRR10612065.1711505	chr9	16727816	16738419	1
SRR10612065.1711566	chr18	24072089	24072247	1
SRR10612065.1712286	chr10	22912114	22912377	1
SRR10612065.1712729	chr9	46603624	46609089	1
SRR10612065.1714467	chr3	124131220	124132018	1
SRR10612065.1715043_SRR10612065.4340013_SRR10612065.6397610	chr18	74692375	74700859	3
SRR10612065.1715081	chr16	68155888	68160513	1
SRR10612065.1715131	chr5	108714053	108714352	1
SRR10612065.1715882	chr1	32381518	32384817	1
SRR10612065.1716712	chr5	175309749	175310264	1
SRR10612065.1716803	chr17	27900464	27900579	1
SRR10612065.1716861	chr6	77981054	77983026	1
SRR10612065.1717444	chr19	16683107	16683222	1
SRR10612065.1718057_SRR10612065.2642298	chr2	61558476	61577821	2
SRR10612065.1718153	chr3	24270429	24378865	1
SRR10612065.1718557_SRR10612065.4674980_SRR10612065.6137796	chr15	43086921	43103942	3
SRR10612065.1718594_SRR10612065.2345732	chr12	83527126	83527334	2
SRR10612065.1718660	chr3	52771601	52775517	1
SRR10612065.1719020	chr10	53215095	53215213	1
SRR10612065.1719037	chr9	110099170	110099430	1
SRR10612065.1719090	chr4	152180984	152181484	1
SRR10612065.1719434	chr7	139253275	139253655	1
SRR10612065.1719489	chr11	9161794	9162305	1
SRR10612065.1720137	chr15	88472422	88472617	1
SRR10612065.1720150	chr12	117486930	117537138	1
SRR10612065.1720289	chr9	131134212	131134560	1
SRR10612065.1720325	chr9	37717198	37717307	1
SRR10612065.1720486	chr9	114204520	114204669	1
SRR10612065.1720507	chr4	157997422	157999281	1
SRR10612065.1720913	chr3	183076280	183076473	1
SRR10612065.1721476	chr7	72912912	72922812	1
SRR10612065.1721486	chr13	98614541	98614758	1
SRR10612065.1721646	chr7	30120153	30120260	1
SRR10612065.1721932	chr5	108281828	108382900	1
SRR10612065.1722033	chr6	150111139	150114775	1
SRR10612065.1722778_SRR10612065.2192165_SRR10612065.2905841	chr22	46096160	46136418	3
SRR10612065.1722931	chr5	176940396	176940848	1
SRR10612065.1723117	chr3	27420737	27465650	1
SRR10612065.1723310_SRR10612065.7212191	chr7	131071880	131072021	2
SRR10612065.1723756	chr5	149612826	149613093	1
SRR10612065.1723840	chr3	97313648	97313805	1
SRR10612065.1724564	chr19	14267733	14268151	1
SRR10612065.1724584	chr9	45587993	45588183	1
SRR10612065.1724804	chr17	42992400	42992660	1
SRR10612065.1725188	chr6	88092426	88092567	1
SRR10612065.1725198_SRR10612065.3989161_SRR10612065.2669810	chr6	109175529	109175660	3
SRR10612065.1725244	chr8	26267918	26268297	1
SRR10612065.1725262	chr1	59787207	59844511	1
SRR10612065.1725265	chr18	5244061	5244232	1
SRR10612065.1725415_SRR10612065.2006249_SRR10612065.2365687	chr4	88116591	88116744	3
SRR10612065.1725633	chr1	10436602	10436905	1
SRR10612065.1726085	chrX	128930301	128930433	1
SRR10612065.1726222	chr11	57293799	57294346	1
SRR10612065.1726291_SRR10612065.3820960	chr12	91070333	91073456	2
SRR10612065.1727433	chr17	35936438	35945541	1
SRR10612065.1727570	chr18	32236205	32346005	1
SRR10612065.1727585	chr12	72955942	72969323	1
SRR10612065.1727862_SRR10612065.6083544_SRR10612065.8245921	chr10	69773830	69785362	3
SRR10612065.1727887_SRR10612065.2904574	chr5	76342170	76342503	2
SRR10612065.1728003	chr2	24383408	24383999	1
SRR10612065.1728455	chr11	34969064	34991833	1
SRR10612065.1728690	chr17	2244943	2245157	1
SRR10612065.1729131	chr22	35695893	35713941	1
SRR10612065.1729617	chrX	147743586	147743768	1
SRR10612065.1729803_SRR10612065.5394127	chr1	14042034	14075983	2
SRR10612065.1729860	chr4	173156934	173157173	1
SRR10612065.1730002	chr5	131214670	131269334	1
SRR10612065.1730349	chr21	32999418	32999618	1
SRR10612065.1730364	chr1	212786494	212786681	1
SRR10612065.1731108_SRR10612065.4914720_SRR10612065.5522001	chr4	54265909	54280841	3
SRR10612065.1731231	chr2	136389286	136391399	1
SRR10612065.1732189_SRR10612065.2767575_SRR10612065.8143221	chr9	88200377	88248290	3
SRR10612065.1732484	chr2	221680713	221681150	1
SRR10612065.1732606	chr1	29488587	29488775	1
SRR10612065.1732744	chr7	8008938	8009353	1
SRR10612065.1732916	chr16	47622918	47628103	1
SRR10612065.1733210_SRR10612065.2165785_SRR10612065.1542610	chr2	162327815	162327933	3
SRR10612065.1733416_SRR10612065.1946590	chr6	116968699	116972820	2
SRR10612065.1733582_SRR10612065.2810079	chr20	56996127	56996271	2
SRR10612065.1734293	chr17	20924439	20931906	1
SRR10612065.1734532	chr12	45981630	45981780	1
SRR10612065.1734533	chr1	220440703	220440949	1
SRR10612065.1734578	chr4	151052650	151053272	1
SRR10612065.1734710	chr16	77387705	77389913	1
SRR10612065.1734811_SRR10612065.5865365_SRR10612065.4794335	chr9	138742251	138754403	3
SRR10612065.1735231	chr16	71766515	71766732	1
SRR10612065.1735766	chr9	32958155	32958335	1
SRR10612065.1736378	chr4	16312539	16312688	1
SRR10612065.1736889	chr5	179696306	179707515	1
SRR10612065.1736890	chr4	89198304	89199404	1
SRR10612065.1736984	chr2	139036457	139036609	1
SRR10612065.1737059	chr19	19136054	19137036	1
SRR10612065.1737390	chr3	15274397	15274520	1
SRR10612065.1737424	chr8	38677040	38678153	1
SRR10612065.1737510	chr14	89873207	89873720	1
SRR10612065.1737688_SRR10612065.2098554_SRR10612065.1243080_SRR10612065.1602691	chr8	109465323	109468156	4
SRR10612065.1737780	chr1	247065827	247081617	1
SRR10612065.1738330	chr15	56769240	56769428	1
SRR10612065.1738346	chr13	108304926	108305505	1
SRR10612065.1738478	chr10	80615003	80615246	1
SRR10612065.1738996	chr6	144146721	144147027	1
SRR10612065.1739474	chr13	74264124	74264366	1
SRR10612065.1739733	chr2	99737111	99737635	1
SRR10612065.1740054_SRR10612065.2662581	chr8	63776170	63776337	2
SRR10612065.1740482	chr3	69157517	69157659	1
SRR10612065.1740764	chr6	40410066	40410274	1
SRR10612065.1741067_SRR10612065.7846683	chr10	15881001	15881185	2
SRR10612065.1742231_SRR10612065.2490881_SRR10612065.2904250	chr6	149691094	149691198	3
SRR10612065.1742489	chr19	20718880	20721186	1
SRR10612065.1742650	chr2	190557382	190557496	1
SRR10612065.1743078_SRR10612065.3933390	chr2	230724265	230725230	2
SRR10612065.1744014	chr6	35157397	35157820	1
SRR10612065.1744139_SRR10612065.785665	chr17	57125091	57126664	2
SRR10612065.1744554_SRR10612065.3805601_SRR10612065.5932009_SRR10612065.8006303	chr11	65270595	65270875	4
SRR10612065.1744847_SRR10612065.2021983	chr21	38480685	38519903	2
SRR10612065.1745409	chr14	51223489	51223608	1
SRR10612065.1746023_SRR10612065.1870855_SRR10612065.359125_SRR10612065.1832331	chr20	33057852	33080402	4
SRR10612065.1746176	chr7	124503503	124503659	1
SRR10612065.1746783	chr2	222330494	222331180	1
SRR10612065.1746844_SRR10612065.2824325	chr15	33091004	33180495	2
SRR10612065.1746868	chr7	111430560	111449376	1
SRR10612065.1747037	chr5	98334357	98382375	1
SRR10612065.1747292_SRR10612065.7811906	chr7	8095061	8099771	2
SRR10612065.1747525	chr6	149944374	149952366	1
SRR10612065.1747922	chr13	48793608	48793794	1
SRR10612065.1748438_SRR10612065.1769580_SRR10612065.2473082	chrX	18627591	18631374	3
SRR10612065.1748725	chr11	14312296	14312437	1
SRR10612065.1748763	chr7	938312	938397	1
SRR10612065.1748931	chr2	232079541	232081506	1
SRR10612065.1749383	chr2	120889200	120925531	1
SRR10612065.1749469	chr4	20886218	20886455	1
SRR10612065.1749951_SRR10612065.357728	chr18	76953220	76966994	2
SRR10612065.1750183_SRR10612065.2786519_SRR10612065.5344855	chr1	228145736	228146113	3
SRR10612065.1750201	chr9	37302211	37305576	1
SRR10612065.1750242	chr10	117226684	117228824	1
SRR10612065.1750348	chr4	56345081	56355572	1
SRR10612065.1750824	chr8	27619762	27619942	1
SRR10612065.1751716	chr13	61084780	61102593	1
SRR10612065.1751719	chr11	118768038	118768133	1
SRR10612065.1751798	chr15	43818840	43819278	1
SRR10612065.1752080_SRR10612065.1818829_SRR10612065.2233161_SRR10612065.2551676_SRR10612065.2227616	chr21	27775053	27775187	5
SRR10612065.1752154_SRR10612065.2539257	chr9	87342799	87366927	2
SRR10612065.1752219	chr10	78747631	78748274	1
SRR10612065.1752940	chr17	26369582	26369785	1
SRR10612065.1753152_SRR10612065.2004154_SRR10612065.2663647	chr8	136554897	136561050	3
SRR10612065.1753769	chr1	155385534	155429689	1
SRR10612065.1754597	chr10	3368332	3368474	1
SRR10612065.1754641_SRR10612065.6639623	chr14	90872074	90872408	2
SRR10612065.1754951	chr10	11310705	11311179	1
SRR10612065.1754992	chr12	112605580	112605753	1
SRR10612065.1755073	chr12	57064058	57066770	1
SRR10612065.1755526	chr3	127464764	127465447	1
SRR10612065.1755911	chr16	24227181	24227985	1
SRR10612065.1755986_SRR10612065.5806767	chr6	47575671	47580272	2
