readname	chr	start	end
SRR10612065.6709565	chr14	20811237	20811343
SRR10612065.6709589	chr6	54110696	54110858
SRR10612065.6709905	chr4	6069092	6069304
SRR10612065.6710331	chr20	5175804	5176700
SRR10612065.6710390	chr15	30911709	30911958
SRR10612065.6710551	chr1	193222473	193222629
SRR10612065.6710853	chr17	76232321	76247187
SRR10612065.6710854	chr13	79942941	79945129
SRR10612065.6710992	chr14	20811256	20811441
SRR10612065.6711130	chr11	65269492	65269597
SRR10612065.6711243	chr14	20811259	20811353
SRR10612065.6711300	chr12	109509414	109511338
SRR10612065.6711312	chrX	148615236	148616370
SRR10612065.6711337	chr3	178895790	178896049
SRR10612065.6711389	chr1	146693220	146693577
SRR10612065.6711513	chr2	168986240	168996851
SRR10612065.6711601	chr21	45177220	45177371
SRR10612065.6712044	chr9	9502866	9503088
SRR10612065.6712467	chr13	96624861	96642327
SRR10612065.6712885	chr14	20811233	20811346
SRR10612065.6713630	chr14	20811264	20811362
SRR10612065.6713837	chr6	37414075	37414193
SRR10612065.6713898	chr19	18882916	18883135
SRR10612065.6714220	chr12	50146304	50149517
SRR10612065.6714817	chr15	43812838	43813627
SRR10612065.6714910	chr8	19517782	19518114
SRR10612065.6715091	chr20	62704226	62704434
SRR10612065.6715244	chr19	34715359	34715666
SRR10612065.6715552	chr11	121437648	121445013
SRR10612065.6715614	chr5	145843202	145849248
SRR10612065.6716321	chr8	28430583	28430796
SRR10612065.6716446	chr5	17196470	17196623
SRR10612065.6717135	chr3	183368895	183381427
SRR10612065.6717178	chr10	73820524	73820657
SRR10612065.6717194	chr18	51800337	51800434
SRR10612065.6717739	chr1	109517191	109524400
SRR10612065.6718080	chr13	47408966	47409244
SRR10612065.6718088	chr7	8257933	8275637
SRR10612065.6718224	chr15	28908596	28912402
SRR10612065.6718244	chr4	38702118	38702310
SRR10612065.6718401	chr1	99418622	99422297
SRR10612065.6718439	chr3	57618991	57627474
SRR10612065.6718626	chr1	236871528	236871709
SRR10612065.6718629	chr16	9199604	9200164
SRR10612065.6719017	chr18	32628249	32628365
SRR10612065.6719067	chr7	31380048	31380188
SRR10612065.6719101	chr7	14724960	14758238
SRR10612065.6719197	chr5	147790223	147793776
SRR10612065.6719255	chrX	29111461	29111872
SRR10612065.6719503	chr19	19338822	19339008
SRR10612065.6719592	chr21	10454160	10454275
SRR10612065.6719792	chr7	14188367	14188478
SRR10612065.6719994	chr1	44163844	44164160
SRR10612065.6720339	chr4	148775837	148887988
SRR10612065.6720344	chr5	92919402	92919638
SRR10612065.6720410	chr11	126135041	126135245
SRR10612065.6720474	chr7	105205724	105206095
SRR10612065.6720789	chr19	4363777	4364113
SRR10612065.6721032	chr7	624149	635841
SRR10612065.6721205	chr1	200777314	200777613
SRR10612065.6721379	chr15	72338270	72338456
SRR10612065.6721478	chr2	230356642	230356749
SRR10612065.6721619	chr7	5327437	5327616
SRR10612065.6722535	chr1	8601271	8674747
SRR10612065.6722569	chr5	168043837	168043928
SRR10612065.6722722	chr6	22598843	22599177
SRR10612065.6722788	chr10	126494317	126494495
SRR10612065.6723027	chr2	241723183	241725791
SRR10612065.6723045	chr14	20811264	20811502
SRR10612065.6723273	chr7	104762447	104762593
SRR10612065.6723646	chr14	20811232	20811367
SRR10612065.6723673	chr19	15462354	15462563
SRR10612065.6723903	chr16	88123013	88123176
SRR10612065.6723944	chrX	46513120	46522016
SRR10612065.6724084	chr2	97532086	97533578
SRR10612065.6724268	chr7	91915115	91915232
SRR10612065.6724456	chr22	19709839	19710081
SRR10612065.6724639	chr1	22041895	22047577
SRR10612065.6725323	chr10	126833624	126833823
SRR10612065.6725417	chr15	62254947	62256128
SRR10612065.6725628	chr20	33296878	33296973
SRR10612065.6725661	chr19	30192717	30193035
SRR10612065.6725702	chr7	96303627	96303872
SRR10612065.6725798	chr12	120158308	120159149
SRR10612065.6725862	chrX	153069773	153069960
SRR10612065.6726174	chr2	241661234	241661969
SRR10612065.6726316	chr3	44481978	44482113
SRR10612065.6726408	chr16	53268560	53268852
SRR10612065.6726431	chr13	110438248	110438377
SRR10612065.6726747	chr1	205543492	205543615
SRR10612065.6726770	chr14	20811245	20811343
SRR10612065.6726874	chr3	112930524	112930700
SRR10612065.6726962	chr11	867065	867174
SRR10612065.6727302	chr17	34050721	34050848
SRR10612065.6727645	chr2	153431668	153435441
SRR10612065.6727675	chr11	65268697	65269045
SRR10612065.6727853	chr6	124445977	124446124
SRR10612065.6727958	chr14	20811245	20811365
SRR10612065.6728099	chr14	20811265	20811512
SRR10612065.6728134	chr2	32740730	32740839
SRR10612065.6728162	chr10	70496629	70502326
SRR10612065.6728247	chr14	105716675	105716872
SRR10612065.6728331	chr7	36834222	36834372
SRR10612065.6728335	chr14	20811245	20811446
SRR10612065.6728403	chr12	29446233	29474857
SRR10612065.6728559	chr1	224152302	224159311
SRR10612065.6728754	chr7	30363248	30363353
SRR10612065.6728998	chr2	13106244	13106470
SRR10612065.6728999	chr2	40656853	40657076
SRR10612065.6729392	chr10	89250131	89250309
SRR10612065.6729829	chr17	57991835	57991974
SRR10612065.6729843	chr5	41449379	41449731
SRR10612065.6729913	chr1	245169696	245170153
SRR10612065.6730023	chr2	31457557	31457717
SRR10612065.6730104	chr14	20811264	20811460
SRR10612065.6730134	chr17	43666665	43666828
SRR10612065.6730159	chr11	65267559	65267851
SRR10612065.6730190	chr14	20811264	20811517
SRR10612065.6730304	chr6	135788276	135788434
SRR10612065.6730371	chr7	129061102	129061873
SRR10612065.6730377	chr2	230356641	230356747
SRR10612065.6730768	chr13	102411658	102411779
SRR10612065.6731073	chr2	196581615	196599840
SRR10612065.6731587	chr7	77407655	77408132
SRR10612065.6731932	chr14	20811283	20811483
SRR10612065.6732168	chr14	20811230	20811366
SRR10612065.6732178	chr4	83454369	83454579
SRR10612065.6732219	chr14	20811265	20811408
SRR10612065.6732361	chr1	41232311	41236452
SRR10612065.6732423	chr14	20811230	20811338
SRR10612065.6732508	chr22	19898089	19898252
SRR10612065.6732574	chr5	176382960	176409621
SRR10612065.6732749	chr8	79674343	79674573
SRR10612065.6732798	chr10	103560072	103563578
SRR10612065.6733022	chr3	183910644	183910972
SRR10612065.6733167	chr1	16919580	16919814
SRR10612065.6733426	chr14	105173059	105173235
SRR10612065.6733478	chr15	85619962	85626874
SRR10612065.6733579	chr16	6335790	6336049
SRR10612065.6733599	chr14	20811233	20811346
SRR10612065.6733613	chr8	57887625	57887714
SRR10612065.6733738	chr13	25741065	25741218
SRR10612065.6733902	chr1	209916424	209916538
SRR10612065.6733948	chr12	31841941	31862362
SRR10612065.6734006	chr2	48573527	48573700
SRR10612065.6734043	chr7	128667170	128667334
SRR10612065.6734054	chr2	55528134	55528342
SRR10612065.6734186	chr14	20811265	20811445
SRR10612065.6734501	chr2	44126714	44128644
SRR10612065.6734558	chr9	42972538	42972677
SRR10612065.6734737	chr11	118619204	118619413
SRR10612065.6734779	chr14	82570582	82570880
SRR10612065.6734828	chr3	56696500	56700323
SRR10612065.6734897	chrX	106844228	106844362
SRR10612065.6734929	chr6	35321787	35322096
SRR10612065.6735025	chr14	20811277	20811527
SRR10612065.6735080	chr18	56598957	56601708
SRR10612065.6735271	chr10	103869725	103870385
SRR10612065.6735780	chrX	107915306	107915465
SRR10612065.6735914	chr11	125104939	125221272
SRR10612065.6735965	chr14	20811237	20811366
SRR10612065.6735983	chr10	62229530	62229656
SRR10612065.6736105	chr5	168043839	168043941
SRR10612065.6736179	chr2	230356639	230356747
SRR10612065.6736283	chr15	84867106	84955492
SRR10612065.6736363	chr1	66378927	66384520
SRR10612065.6736376	chr11	65272646	65272746
SRR10612065.6736504	chr14	20811237	20811346
SRR10612065.6736506	chr14	20811236	20811352
SRR10612065.6736676	chr14	20811243	20811367
SRR10612065.6736787	chr14	103988192	103988486
SRR10612065.6737457	chr1	230487321	230487409
SRR10612065.6737549	chr10	68753921	68754141
SRR10612065.6737646	chr9	45584389	45584508
SRR10612065.6737679	chr11	45268011	45275878
SRR10612065.6738005	chr10	126279308	126279522
SRR10612065.6738246	chr12	57789532	57791984
SRR10612065.6738416	chr2	230356619	230356742
SRR10612065.6738493	chr3	115724326	115726746
SRR10612065.6738784	chr16	15766539	15766690
SRR10612065.6738886	chr13	77791977	77799689
SRR10612065.6738958	chr8	61672200	61672525
SRR10612065.6739018	chr20	37549132	37549279
SRR10612065.6739075	chr1	154918815	154919135
SRR10612065.6739138	chr17	15133390	15133653
SRR10612065.6739688	chr11	65268519	65268982
SRR10612065.6739743	chr4	129919072	129920896
SRR10612065.6740006	chrX	9605386	9605514
SRR10612065.6740041	chr14	20811234	20811331
SRR10612065.6740298	chr4	21206645	21206831
SRR10612065.6740395	chr1	235467340	235467521
SRR10612065.6740434	chr18	48918693	48918902
SRR10612065.6740476	chr7	140273579	140273732
SRR10612065.6740490	chr2	71626086	71626258
SRR10612065.6740492	chr10	344442	344634
SRR10612065.6740593	chr12	118582918	118583382
SRR10612065.6740729	chr14	20811264	20811481
SRR10612065.6740752	chr20	24489684	24489990
SRR10612065.6740758	chr10	83760542	83760675
SRR10612065.6740860	chr18	47753747	47765075
SRR10612065.6740888	chr2	230356623	230356728
SRR10612065.6740913	chr6	166826247	166827342
SRR10612065.6740917	chr3	149646169	149646447
SRR10612065.6741173	chr8	4236090	4236259
SRR10612065.6741508	chr22	38308395	38315117
SRR10612065.6741572	chr17	49329427	49329578
SRR10612065.6741746	chr19	34935969	34941243
SRR10612065.6741820	chr9	10131646	10131791
SRR10612065.6742511	chr5	65338904	65340027
SRR10612065.6742638	chr14	20811246	20811463
SRR10612065.6743034	chr6	170159935	170168267
SRR10612065.6743077	chr2	24362296	24369869
SRR10612065.6743178	chr14	20811230	20811346
SRR10612065.6743650	chr14	20811230	20811368
SRR10612065.6743769	chr3	74000377	74000558
SRR10612065.6743824	chr4	87024372	87024607
SRR10612065.6743832	chr6	119215506	119215795
SRR10612065.6743838	chr2	230356644	230356747
SRR10612065.6744169	chr7	138756268	138756499
SRR10612065.6744262	chr16	70697723	70698863
SRR10612065.6744447	chr7	32588458	32591908
SRR10612065.6744526	chr18	74691180	74692068
SRR10612065.6744680	chr16	5077464	5077576
SRR10612065.6744867	chr3	62400854	62401159
SRR10612065.6744894	chr6	16618965	16619319
SRR10612065.6745369	chr3	148704224	148704383
SRR10612065.6745594	chr20	34361472	34361582
SRR10612065.6745688	chr10	116975451	117045907
SRR10612065.6745699	chr11	65268965	65269305
SRR10612065.6745715	chr4	153332456	153333681
SRR10612065.6745926	chr19	11276218	11276323
SRR10612065.6746018	chr2	111327690	111327837
SRR10612065.6746177	chr1	15873301	15874797
SRR10612065.6746700	chr14	20811234	20811375
SRR10612065.6746816	chr15	90443095	90443713
SRR10612065.6746879	chr4	91124235	91124362
SRR10612065.6746882	chr6	72739212	72739326
SRR10612065.6747109	chr19	14104336	14104708
SRR10612065.6747172	chr16	30074860	30075011
SRR10612065.6747316	chr1	118003111	118045560
SRR10612065.6747584	chr10	11204234	11204373
SRR10612065.6748353	chr2	230356619	230356722
SRR10612065.6748545	chr5	14408279	14408687
SRR10612065.6748664	chr11	45673567	45686833
SRR10612065.6749014	chr19	18980821	18981098
SRR10612065.6749226	chr7	153826094	153826284
SRR10612065.6749563	chr14	48015729	48015981
SRR10612065.6749651	chr19	30192783	30192980
SRR10612065.6749658	chr12	104167165	104167508
SRR10612065.6749827	chr14	20811254	20811438
SRR10612065.6750465	chrX	149761066	149787612
SRR10612065.6750516	chr3	15984381	15988362
SRR10612065.6750673	chr14	20811265	20811399
SRR10612065.6751216	chr8	93112160	93112344
SRR10612065.6751274	chr4	99498301	99498435
SRR10612065.6751547	chr14	20811240	20811524
SRR10612065.6751597	chr13	67722492	67722711
SRR10612065.6751862	chr9	45874662	45874900
SRR10612065.6751955	chrX	31268442	31268633
SRR10612065.6752189	chr2	168921848	168986256
SRR10612065.6752235	chr5	122881128	122881256
SRR10612065.6752283	chr11	95801745	95801863
SRR10612065.6752442	chr10	97073065	97073337
SRR10612065.6752449	chr6	131164076	131164286
SRR10612065.6752510	chr20	47570171	47580435
SRR10612065.6752803	chr2	166176973	166177150
SRR10612065.6752883	chr6	166721453	166721553
SRR10612065.6752978	chr2	230356620	230356726
SRR10612065.6753279	chr1	176176262	176176412
SRR10612065.6753368	chr13	67309597	67309805
SRR10612065.6754429	chr14	70236549	70236864
SRR10612065.6754553	chr2	48573847	48589828
SRR10612065.6754716	chr10	96273558	96273760
SRR10612065.6754858	chrY	22590547	22590745
SRR10612065.6754982	chr2	230356619	230356720
SRR10612065.6755119	chr3	123431922	123432406
SRR10612065.6755254	chr2	230356645	230356746
SRR10612065.6755287	chr2	230356622	230356721
SRR10612065.6755397	chr22	29836273	29836433
SRR10612065.6755904	chr7	135615140	135615315
SRR10612065.6756109	chr6	71185184	71185433
SRR10612065.6756284	chr15	52103417	52103632
SRR10612065.6756374	chr20	10286885	10287238
SRR10612065.6756541	chr12	53453906	53454040
SRR10612065.6756783	chr2	230356634	230356724
SRR10612065.6756978	chr22	44643972	44644081
SRR10612065.6757456	chr19	47666782	47667139
SRR10612065.6757654	chr10	117040957	117045808
SRR10612065.6757849	chr4	96209687	96209775
SRR10612065.6758789	chr12	88526381	88526572
SRR10612065.6758959	chr11	73445009	73445182
SRR10612065.6759202	chr14	20811234	20811367
SRR10612065.6759236	chr16	1696052	1696226
SRR10612065.6759488	chr3	195405331	195406452
SRR10612065.6759631	chr14	20811265	20811360
SRR10612065.6759644	chr1	222923122	222923302
SRR10612065.6759836	chr12	105505754	105505875
SRR10612065.6759854	chr13	29297755	29297896
SRR10612065.6759889	chr13	67777461	67777763
SRR10612065.6760076	chr14	20811237	20811346
SRR10612065.6760127	chr14	20811237	20811346
SRR10612065.6760272	chr11	64875065	64875300
SRR10612065.6760725	chr2	77421231	77423017
SRR10612065.6760743	chr11	118619657	118619781
SRR10612065.6761194	chr15	42462377	42462569
SRR10612065.6761282	chr5	102201865	102203005
SRR10612065.6761346	chr3	115527745	115527871
SRR10612065.6761392	chr15	73138579	73198508
SRR10612065.6761430	chr11	65272105	65272199
SRR10612065.6761518	chr11	108044189	108044381
SRR10612065.6761545	chr9	35517790	35517960
SRR10612065.6761559	chr2	230356645	230356746
SRR10612065.6761989	chr14	20811234	20811338
SRR10612065.6762228	chr20	34302107	34313078
SRR10612065.6762639	chr14	20811265	20811448
SRR10612065.6762746	chr15	37270284	37270382
SRR10612065.6762789	chr1	243922017	243922365
SRR10612065.6762799	chr10	60055591	60055728
SRR10612065.6763080	chr2	69555403	69565705
SRR10612065.6763231	chr14	20811266	20811475
SRR10612065.6763336	chr8	10214692	10214905
SRR10612065.6763540	chr2	47274920	47275130
SRR10612065.6763558	chr13	98650493	98650621
SRR10612065.6763719	chr14	20811245	20811367
SRR10612065.6763765	chr10	70246900	70266475
SRR10612065.6763782	chr17	62804248	62804428
SRR10612065.6763858	chr8	42262138	42262408
SRR10612065.6763871	chr15	101869509	101869617
SRR10612065.6764153	chr15	26040867	26041111
SRR10612065.6764196	chr10	108759670	108760014
SRR10612065.6764213	chr6	148817263	148817392
SRR10612065.6764236	chr14	20811265	20811408
SRR10612065.6764295	chr11	62490279	62491137
SRR10612065.6764373	chr1	52813311	52813484
SRR10612065.6764485	chr14	20811265	20811360
SRR10612065.6764504	chr17	42392524	42392894
SRR10612065.6764700	chr14	20811273	20811414
SRR10612065.6764720	chr14	92914631	92914736
SRR10612065.6764995	chr14	20811264	20811484
SRR10612065.6765170	chrX	38525445	38530694
SRR10612065.6765285	chr5	83328635	83328837
SRR10612065.6765344	chr3	124132362	124141750
SRR10612065.6765534	chr10	116925364	116930902
SRR10612065.6765585	chrX	70277394	70278015
SRR10612065.6766380	chr13	67789718	67789944
SRR10612065.6766660	chr11	47130603	47159280
SRR10612065.6766769	chr4	26685319	26719606
SRR10612065.6766910	chr5	78238442	78238677
SRR10612065.6767036	chrX	38540804	38540950
SRR10612065.6767079	chr10	90700368	90700534
SRR10612065.6767092	chr5	20510019	20510190
SRR10612065.6767192	chr8	1781563	1781839
SRR10612065.6767300	chr12	124071294	124074996
SRR10612065.6767345	chr17	46133832	46133945
SRR10612065.6767803	chr1	184043966	184044154
SRR10612065.6767870	chr17	64447308	64447744
SRR10612065.6767992	chr18	60430059	60430244
SRR10612065.6768024	chr5	176370336	176385158
SRR10612065.6768125	chr1	237666589	237693810
SRR10612065.6768363	chr14	20811265	20811366
SRR10612065.6768382	chr19	11129656	11130377
SRR10612065.6768515	chr13	35619140	35624516
SRR10612065.6768587	chr16	24551931	24557507
SRR10612065.6768602	chr12	31841941	31854943
SRR10612065.6768660	chr1	161165256	161165394
SRR10612065.6768750	chr16	56301808	56301901
SRR10612065.6768791	chr13	110438248	110438378
SRR10612065.6768930	chr14	20811243	20811343
SRR10612065.6769143	chr15	62299627	62302698
SRR10612065.6769485	chr12	44944851	44944982
SRR10612065.6769569	chr14	20811230	20811346
SRR10612065.6770052	chr19	11547206	11548945
SRR10612065.6770419	chr19	7584787	7585140
SRR10612065.6770438	chr14	20811406	20811570
SRR10612065.6770493	chr8	22862072	22862928
SRR10612065.6770501	chr14	20811262	20811439
SRR10612065.6770506	chr14	20811230	20811550
SRR10612065.6771467	chr9	116148858	116149051
SRR10612065.6771777	chr15	25227143	25227253
SRR10612065.6772275	chrX	49055439	49056652
SRR10612065.6772284	chr11	84320636	84320846
SRR10612065.6772428	chr14	20811265	20811491
SRR10612065.6772649	chrX	49050670	49050771
SRR10612065.6772980	chr7	151181876	151195266
SRR10612065.6773134	chr11	65271009	65271176
SRR10612065.6773145	chr1	1554376	1554711
SRR10612065.6773609	chr2	225337566	225337705
SRR10612065.6774230	chr20	42826077	42826200
SRR10612065.6774285	chr14	20811266	20811471
SRR10612065.6774286	chr9	129724502	129740025
SRR10612065.6774287	chr2	230356619	230356722
SRR10612065.6774718	chr15	48812916	48818398
SRR10612065.6774811	chr14	20811237	20811346
SRR10612065.6774959	chr9	138901485	138901638
SRR10612065.6775029	chr7	5963017	5963595
SRR10612065.6775204	chrX	39934069	39934188
SRR10612065.6775208	chr14	20811266	20811502
SRR10612065.6775213	chr7	128660235	128660511
SRR10612065.6775329	chr1	114134650	114134793
SRR10612065.6775440	chr17	29112935	29120691
SRR10612065.6775712	chr18	33728944	33729198
SRR10612065.6775742	chr9	87338486	87367002
SRR10612065.6775906	chr1	181476795	181476916
SRR10612065.6776067	chr8	4019163	4019278
SRR10612065.6776199	chr2	2969584	2970448
SRR10612065.6776306	chr14	20811264	20811528
SRR10612065.6777253	chr1	20964581	20966485
SRR10612065.6778462	chr4	73956645	73956778
SRR10612065.6778549	chr14	33650890	33651162
SRR10612065.6778560	chr19	19338144	19338272
SRR10612065.6778758	chr3	115987610	115987746
SRR10612065.6778990	chr20	62051114	62051325
SRR10612065.6779036	chr19	5653133	5653374
SRR10612065.6779321	chr11	111505784	111506024
SRR10612065.6780101	chr2	230356640	230356747
SRR10612065.6780167	chr1	225171317	225171478
SRR10612065.6780655	chr1	40782797	40782907
SRR10612065.6780919	chrX	149601233	149601615
SRR10612065.6780952	chr14	20811265	20811469
SRR10612065.6780965	chr11	120916381	120930794
SRR10612065.6781117	chr16	56465644	56465818
SRR10612065.6781233	chr14	20811245	20811508
SRR10612065.6781283	chr2	136432900	136437896
SRR10612065.6781352	chr16	2140466	2140574
SRR10612065.6781436	chr4	87025187	87025372
SRR10612065.6781448	chr4	132757520	132757630
SRR10612065.6781451	chr4	16669783	16669888
SRR10612065.6781529	chr10	114452712	114452861
SRR10612065.6781773	chr10	12136149	12139708
SRR10612065.6781791	chr14	20811234	20811375
SRR10612065.6781812	chr7	152579165	152579333
SRR10612065.6781935	chr2	230356631	230356746
SRR10612065.6782830	chr14	20811278	20811375
SRR10612065.6782844	chr14	20811245	20811352
SRR10612065.6783089	chr19	3976426	3976522
SRR10612065.6783153	chr6	18213885	18218116
SRR10612065.6783215	chr4	153461354	153461595
SRR10612065.6783278	chr1	12433180	12433314
SRR10612065.6784087	chr1	155365308	155385614
SRR10612065.6784370	chr5	145968197	145968399
SRR10612065.6784890	chr9	109759975	109760113
SRR10612065.6784972	chr9	33953283	33963790
SRR10612065.6785180	chr6	109693849	109693933
SRR10612065.6785399	chr2	204391453	204391657
SRR10612065.6785709	chr14	20811254	20811352
SRR10612065.6785750	chr11	61133515	61135470
SRR10612065.6785851	chr11	130131070	130131299
SRR10612065.6785871	chr10	32860790	32872236
SRR10612065.6785911	chr14	20811230	20811413
SRR10612065.6786015	chr1	10283262	10283503
SRR10612065.6786152	chr1	147408739	147426633
SRR10612065.6786251	chr12	99170637	99170850
SRR10612065.6786265	chr2	76607146	76607274
SRR10612065.6786542	chr10	89711915	89711995
SRR10612065.6786910	chr14	20811268	20811439
SRR10612065.6787629	chr12	97886237	97954825
SRR10612065.6787777	chr10	104404221	104404507
SRR10612065.6787792	chr17	42386235	42390043
SRR10612065.6787823	chr6	107824859	107854814
SRR10612065.6787887	chr1	155939132	155939296
SRR10612065.6787917	chr9	135895200	135895679
SRR10612065.6788365	chr1	58567677	58567786
SRR10612065.6788564	chr11	61064110	61064410
SRR10612065.6788756	chr1	27921741	27921889
SRR10612065.6788868	chr5	19594237	19594365
SRR10612065.6788894	chr7	77755037	77756602
SRR10612065.6789097	chr19	17666486	17666688
SRR10612065.6789182	chr8	116567608	116567914
SRR10612065.6789304	chr20	43118871	43119305
SRR10612065.6789709	chr20	33439183	33439490
SRR10612065.6790164	chr14	20811235	20811338
SRR10612065.6790219	chr1	245904162	245904316
SRR10612065.6790685	chr8	31888519	31888826
SRR10612065.6790692	chr7	107224325	107236356
SRR10612065.6791217	chr14	20811265	20811424
SRR10612065.6791291	chr8	16026633	16027059
SRR10612065.6791664	chr14	20811264	20811410
SRR10612065.6791727	chr2	160005651	160007067
SRR10612065.6791931	chr16	29874066	29874257
SRR10612065.6792199	chr15	28874414	28874587
SRR10612065.6792500	chr3	180327462	180327771
SRR10612065.6792548	chr17	71198534	71199003
SRR10612065.6792659	chr1	93091378	93101823
SRR10612065.6792800	chr6	62875448	62875589
SRR10612065.6792889	chr7	32582753	32615686
SRR10612065.6793040	chr11	120925976	120930769
SRR10612065.6793803	chr2	230356640	230356747
SRR10612065.6794020	chr14	20811237	20811346
SRR10612065.6794833	chr7	43460839	43461593
SRR10612065.6794938	chr14	20811240	20811413
SRR10612065.6794977	chr2	222309829	222310239
SRR10612065.6795038	chr14	20811232	20811352
SRR10612065.6795234	chr10	123596235	123600739
SRR10612065.6795424	chr4	106640595	106647959
SRR10612065.6796065	chr5	141981450	141981633
SRR10612065.6796066	chr17	80201826	80202115
SRR10612065.6796089	chr3	156143366	156143598
SRR10612065.6796519	chrX	21666998	21667141
SRR10612065.6796658	chr8	102212272	102213869
SRR10612065.6797174	chr1	91404473	91404703
SRR10612065.6797202	chr19	35760828	35762015
SRR10612065.6797344	chr8	105105755	105160889
SRR10612065.6797439	chr2	89085987	89087985
SRR10612065.6797454	chr9	29186662	29186818
SRR10612065.6797899	chr1	226877466	226877748
SRR10612065.6798191	chr17	49091661	49098692
SRR10612065.6798561	chr9	69018063	69018218
SRR10612065.6799172	chr13	44353730	44353954
SRR10612065.6799334	chr15	43724391	43724694
SRR10612065.6799650	chr4	166141083	166184511
SRR10612065.6800084	chr14	20811234	20811338
SRR10612065.6800205	chr16	58546675	58546963
SRR10612065.6800208	chr11	2641841	2662346
SRR10612065.6800228	chr2	196883893	196922840
SRR10612065.6800321	chr16	83940589	83945973
SRR10612065.6800406	chr2	32703699	32704687
SRR10612065.6800421	chr8	81550883	81551038
SRR10612065.6800511	chr15	55667774	55667902
SRR10612065.6800524	chr5	89922961	89923155
SRR10612065.6800609	chr14	20811265	20811507
SRR10612065.6800680	chr15	77776716	77776922
SRR10612065.6800767	chr1	83753158	83771489
SRR10612065.6800768	chr6	161421673	161421915
SRR10612065.6800842	chr4	154214659	154214743
SRR10612065.6801000	chr16	25186110	25186213
SRR10612065.6801301	chr2	230356645	230356746
SRR10612065.6801330	chr1	8431984	8432392
SRR10612065.6801401	chr21	34713304	34721846
SRR10612065.6802057	chr12	69983938	69984053
SRR10612065.6802080	chr1	35351209	35365780
SRR10612065.6802175	chr9	29145851	29146048
SRR10612065.6802241	chr7	131071893	131084070
SRR10612065.6802305	chr1	22895803	22902789
SRR10612065.6802358	chr15	74706216	74706362
SRR10612065.6802526	chr16	89214016	89214228
SRR10612065.6802669	chr16	70724251	70724334
SRR10612065.6802969	chr12	100598716	100599523
SRR10612065.6803062	chr22	44457269	44457437
SRR10612065.6803148	chr9	136443578	136443691
SRR10612065.6803160	chr1	17394630	17394837
SRR10612065.6803780	chr14	20811230	20811455
SRR10612065.6803965	chr14	20811264	20811444
SRR10612065.6804293	chr16	81704977	81705226
SRR10612065.6804441	chr14	20811250	20811497
SRR10612065.6804458	chr8	100010384	100010812
SRR10612065.6804491	chr18	35387262	35387469
SRR10612065.6804513	chr1	201175866	201176059
SRR10612065.6804536	chr19	34919431	34921539
SRR10612065.6805155	chr4	96378472	96378693
SRR10612065.6805345	chr16	14256131	14256298
SRR10612065.6805665	chr10	86177527	86237421
SRR10612065.6805697	chr14	58690338	58690574
SRR10612065.6806057	chr14	20811265	20811543
SRR10612065.6806289	chr14	20811266	20811447
SRR10612065.6807015	chr14	20811283	20811563
SRR10612065.6807039	chr10	103916773	103917971
SRR10612065.6807169	chr20	1868978	1869164
SRR10612065.6807401	chr6	69728292	69772901
SRR10612065.6807447	chr19	17836912	17837562
SRR10612065.6807484	chrX	137840276	137840424
SRR10612065.6807881	chr14	20811246	20811344
SRR10612065.6808057	chr1	160251887	160252263
SRR10612065.6808092	chr6	136465813	136465942
SRR10612065.6808161	chr14	20811246	20811384
SRR10612065.6809255	chr9	135502947	135503149
SRR10612065.6809841	chr7	111381260	111381404
SRR10612065.6809904	chr19	46997829	46998050
SRR10612065.6809953	chr14	20811234	20811338
SRR10612065.6810027	chr20	60296067	60296364
SRR10612065.6810079	chr14	20811244	20811411
SRR10612065.6810405	chr17	19216524	19232201
SRR10612065.6810548	chr10	76312438	76312903
SRR10612065.6810928	chr7	143053407	143053707
SRR10612065.6811060	chr17	45086061	45086300
SRR10612065.6811109	chr13	102927177	102927396
SRR10612065.6811509	chr8	62152868	62152984
SRR10612065.6811578	chr8	105080739	105161079
SRR10612065.6811739	chr17	19190548	19190720
SRR10612065.6811770	chr12	51901719	51901858
SRR10612065.6811872	chr1	72716527	72716864
SRR10612065.6811918	chr14	20811237	20811346
SRR10612065.6812101	chr3	58097949	58104635
SRR10612065.6812208	chr5	61650201	61650468
SRR10612065.6812224	chr13	49771982	49772267
SRR10612065.6812534	chr12	28458660	28459737
SRR10612065.6812552	chr14	20811265	20811359
SRR10612065.6812616	chr9	88292384	88292491
SRR10612065.6812777	chr18	77472390	77472569
SRR10612065.6813530	chr20	47705788	47706126
SRR10612065.6813798	chr19	1578154	1578308
SRR10612065.6813803	chr8	95849311	95849518
SRR10612065.6813887	chr9	103261046	103271412
SRR10612065.6813950	chr5	146293623	146294159
SRR10612065.6814408	chr5	11458597	11458856
SRR10612065.6814502	chr8	71198960	71199089
SRR10612065.6814588	chr9	10489600	10489858
SRR10612065.6815117	chr10	116879956	116881576
SRR10612065.6815252	chr14	101324366	101324575
SRR10612065.6815832	chr12	3457800	3457938
SRR10612065.6815957	chr14	36535249	36535472
SRR10612065.6816021	chr11	49179960	49180199
SRR10612065.6816177	chr1	22838546	22839583
SRR10612065.6816731	chr7	151960101	151962294
SRR10612065.6817294	chr16	7568150	7680689
SRR10612065.6817552	chr10	117221473	117226712
SRR10612065.6817600	chr14	99924619	99932152
SRR10612065.6817609	chr13	35889882	35889998
SRR10612065.6817623	chrX	103040570	103041519
