readname	chr	start	end
SRR10612065.5591730	chr3	51297585	51315132
SRR10612065.5591781	chr2	74686778	74687373
SRR10612065.5591820	chr4	57319821	57325672
SRR10612065.5592046	chr1	72064245	72064433
SRR10612065.5592186	chr15	40328411	40328570
SRR10612065.5592231	chr7	33397465	33397586
SRR10612065.5592233	chr20	41195458	41195748
SRR10612065.5592289	chr17	36646775	36654752
SRR10612065.5592423	chr1	109795719	109795838
SRR10612065.5592442	chr17	78078780	78078894
SRR10612065.5592445	chr14	20811237	20811346
SRR10612065.5592467	chr2	230356616	230359758
SRR10612065.5592472	chr14	50320412	50329420
SRR10612065.5592518	chr14	20811264	20811513
SRR10612065.5592526	chr14	20811264	20811505
SRR10612065.5592557	chr19	57967024	57967551
SRR10612065.5592573	chr11	75379312	75379461
SRR10612065.5592598	chr11	33096093	33096284
SRR10612065.5592755	chr14	20811230	20811346
SRR10612065.5592777	chr9	46603900	46609006
SRR10612065.5592828	chr4	40936476	40947089
SRR10612065.5592835	chr14	50320381	50329428
SRR10612065.5592871	chr4	177083228	177089893
SRR10612065.5592958	chr9	16190940	16191087
SRR10612065.5592966	chr14	50320485	50329544
SRR10612065.5592979	chrX	150530801	150531071
SRR10612065.5593012	chrX	153068677	153068776
SRR10612065.5593171	chr16	16418192	16462567
SRR10612065.5593269	chr8	136533543	136569716
SRR10612065.5593275	chr12	23932855	23932972
SRR10612065.5593302	chr2	55605850	55606092
SRR10612065.5593313	chr11	60696251	60698013
SRR10612065.5593319	chr14	50320405	50329451
SRR10612065.5593500	chr14	50320466	50329492
SRR10612065.5593542	chr14	20811232	20811528
SRR10612065.5593656	chrX	154645269	154649159
SRR10612065.5593824	chr12	1009783	1017054
SRR10612065.5593958	chr3	27420779	27436199
SRR10612065.5593973	chr13	76395391	76395567
SRR10612065.5594017	chr17	20907533	20908281
SRR10612065.5594117	chr14	50320469	50329547
SRR10612065.5594453	chr5	14485363	14485631
SRR10612065.5594554	chr7	143000875	143002214
SRR10612065.5594652	chr14	20811239	20811346
SRR10612065.5594797	chr14	20811246	20811366
SRR10612065.5594849	chr11	124793248	124793742
SRR10612065.5594959	chr7	26233499	26233652
SRR10612065.5594988	chr9	44880126	44993341
SRR10612065.5595113	chr14	20811263	20811368
SRR10612065.5595206	chr1	55139509	55139689
SRR10612065.5595224	chr14	50320373	50329428
SRR10612065.5595252	chr11	73942761	73942988
SRR10612065.5595350	chr2	71623269	71645764
SRR10612065.5595473	chr14	20811263	20811477
SRR10612065.5595508	chr16	28930399	28930541
SRR10612065.5595665	chr11	132398763	132398994
SRR10612065.5595718	chr14	20811237	20811346
SRR10612065.5595734	chr5	179342754	179343077
SRR10612065.5595751	chr2	141201957	141214075
SRR10612065.5595782	chr20	34317736	34317996
SRR10612065.5595788	chr11	2711391	2711545
SRR10612065.5595863	chr14	20811244	20811338
SRR10612065.5595866	chr20	10632871	10654529
SRR10612065.5595998	chr14	50320493	50329547
SRR10612065.5596014	chr8	15517015	15517156
SRR10612065.5596047	chr1	246458731	246458977
SRR10612065.5596057	chr3	58404671	58405579
SRR10612065.5596441	chr10	32197099	32199492
SRR10612065.5596475	chr16	87364556	87364701
SRR10612065.5596482	chr14	50320483	50329486
SRR10612065.5596608	chr5	149607710	149607866
SRR10612065.5596682	chr13	35782926	35806691
SRR10612065.5596736	chr2	61431635	61439064
SRR10612065.5596840	chr14	50320405	50329410
SRR10612065.5596846	chr1	48764046	48764145
SRR10612065.5596858	chr7	78543782	78543891
SRR10612065.5596895	chrX	64482708	64482820
SRR10612065.5596908	chr5	170063788	170064002
SRR10612065.5596952	chr12	27869344	27877051
SRR10612065.5597157	chr14	50320479	50329548
SRR10612065.5597165	chr22	41753998	41754139
SRR10612065.5597255	chr2	230356616	230356726
SRR10612065.5597300	chr15	43909984	44009491
SRR10612065.5597336	chr15	43909930	44009442
SRR10612065.5597564	chr2	112824570	112834859
SRR10612065.5597571	chr8	19437092	19437241
SRR10612065.5597572	chr14	50320443	50329527
SRR10612065.5597646	chr18	13761393	13761854
SRR10612065.5597669	chr21	38573782	38573961
SRR10612065.5597864	chr14	50320471	50329552
SRR10612065.5597916	chr7	37198779	37293338
SRR10612065.5597928	chr14	50320408	50329483
SRR10612065.5597973	chr12	111748174	111748328
SRR10612065.5598119	chr11	35440593	35440844
SRR10612065.5598148	chr20	32659869	32666361
SRR10612065.5598171	chr19	38222392	38222680
SRR10612065.5598230	chr11	119549168	119599531
SRR10612065.5598238	chr1	243229489	243245350
SRR10612065.5598395	chr14	20811265	20811441
SRR10612065.5598432	chr19	20744883	20842031
SRR10612065.5598464	chr12	53453924	53454036
SRR10612065.5598617	chr9	35760419	35761277
SRR10612065.5598627	chr19	35785138	35786659
SRR10612065.5598669	chr6	124649393	124649503
SRR10612065.5598800	chr1	228113400	228113588
SRR10612065.5598812	chr18	25650016	25650459
SRR10612065.5598820	chr1	236646540	236646733
SRR10612065.5598945	chr20	11898541	11898817
SRR10612065.5599001	chr15	91462920	91463114
SRR10612065.5599027	chr3	48364836	48364996
SRR10612065.5599075	chr17	40571248	40571373
SRR10612065.5599081	chr16	71710445	71712693
SRR10612065.5599109	chr14	50320455	50329569
SRR10612065.5599204	chr9	88591603	88592353
SRR10612065.5599213	chr14	20811230	20811345
SRR10612065.5599231	chr15	51853235	51853667
SRR10612065.5599263	chr2	230356616	230359758
SRR10612065.5599334	chr14	20811268	20811433
SRR10612065.5599491	chr14	50320485	50329523
SRR10612065.5599556	chr11	61171955	61172178
SRR10612065.5599580	chr1	213251130	213290718
SRR10612065.5599592	chr10	102722285	102722381
SRR10612065.5599650	chr8	40585515	40585863
SRR10612065.5599692	chr4	164890745	164890857
SRR10612065.5599758	chr18	60562327	60572501
SRR10612065.5599836	chr12	29806497	29806747
SRR10612065.5599995	chr14	50320484	50329476
SRR10612065.5600080	chr14	20811266	20811455
SRR10612065.5600087	chr14	20811283	20811405
SRR10612065.5600116	chr9	131012394	131013062
SRR10612065.5600329	chr14	50320473	50329552
SRR10612065.5600451	chr5	83238723	83238892
SRR10612065.5600453	chr14	20811265	20811441
SRR10612065.5600485	chr1	25553935	25554718
SRR10612065.5600600	chr14	50320487	50329547
SRR10612065.5600611	chr7	94871989	94872894
SRR10612065.5600629	chr2	159318230	159318373
SRR10612065.5600647	chr11	32969109	32969349
SRR10612065.5600757	chr2	230356616	230359758
SRR10612065.5600876	chr2	230356616	230359759
SRR10612065.5600982	chr7	135614279	135614495
SRR10612065.5601062	chr20	36149665	36149799
SRR10612065.5601063	chr12	110778680	110781176
SRR10612065.5601162	chr4	96104280	96104419
SRR10612065.5601441	chr14	20811244	20811496
SRR10612065.5601475	chrX	103046224	103046491
SRR10612065.5601676	chr20	9496704	9498867
SRR10612065.5601736	chr5	176021897	176022060
SRR10612065.5601786	chr2	73679939	73680268
SRR10612065.5601901	chr10	81173548	81173681
SRR10612065.5602003	chr9	96233425	96259876
SRR10612065.5602054	chr16	9923281	9923447
SRR10612065.5602177	chr2	131797027	131797173
SRR10612065.5602304	chr10	43650343	43659491
SRR10612065.5602362	chr4	96025559	96052656
SRR10612065.5602377	chr14	50320388	50329506
SRR10612065.5602407	chr13	45955955	45956252
SRR10612065.5602458	chr5	142064062	142064187
SRR10612065.5602511	chr1	10434506	10437041
SRR10612065.5602585	chr14	50320413	50329491
SRR10612065.5602625	chr10	104889395	104889775
SRR10612065.5602702	chr14	20811264	20811436
SRR10612065.5602808	chr9	103261047	103279053
SRR10612065.5602924	chr7	77708159	77708248
SRR10612065.5602958	chr12	4388650	4388921
SRR10612065.5603104	chr8	89718981	89719215
SRR10612065.5603139	chr2	230356619	230356750
SRR10612065.5603160	chr2	161264525	161264620
SRR10612065.5603177	chr14	20811283	20811402
SRR10612065.5603181	chr14	50320493	50329547
SRR10612065.5603185	chr8	19687444	19687819
SRR10612065.5603251	chr12	1399016	1399183
SRR10612065.5603310	chr16	69279618	69294150
SRR10612065.5603368	chr8	28998026	28999761
SRR10612065.5603420	chr7	157635108	157635397
SRR10612065.5603572	chr19	580405	580723
SRR10612065.5604063	chr21	47613105	47613654
SRR10612065.5604103	chr5	166453819	166453941
SRR10612065.5604113	chr14	21491182	21491372
SRR10612065.5604308	chr1	8601274	8617560
SRR10612065.5604501	chr8	27277547	27278255
SRR10612065.5604603	chr2	153284810	153284988
SRR10612065.5604792	chr1	223943591	223943694
SRR10612065.5604815	chr14	20811233	20811346
SRR10612065.5604909	chr20	32436272	32438794
SRR10612065.5604971	chr14	50320493	50329547
SRR10612065.5604979	chr14	20811237	20811444
SRR10612065.5605055	chr14	50320373	50329387
SRR10612065.5605126	chr6	99936557	99936697
SRR10612065.5605171	chr8	17612862	17613114
SRR10612065.5605205	chr11	120825147	120825449
SRR10612065.5605419	chr2	62995797	62995941
SRR10612065.5605491	chr14	20811283	20811380
SRR10612065.5605540	chr2	64965299	64965614
SRR10612065.5605642	chr11	30027107	30027330
SRR10612065.5605860	chr14	20811293	20811434
SRR10612065.5605885	chr2	207144261	207162092
SRR10612065.5605897	chr18	21734751	21734901
SRR10612065.5605982	chr14	20811264	20811452
SRR10612065.5606032	chr6	158754436	158754772
SRR10612065.5606054	chr3	173801604	173801948
SRR10612065.5606112	chr18	14063873	14064060
SRR10612065.5606120	chr14	20811245	20811472
SRR10612065.5606355	chr1	160181347	160182996
SRR10612065.5606368	chr6	138564206	138564548
SRR10612065.5606405	chr14	50320341	50329474
SRR10612065.5606529	chr11	115109255	115111043
SRR10612065.5606629	chr14	20811265	20811559
SRR10612065.5606692	chr7	45621418	45621568
SRR10612065.5606697	chr14	20811242	20811366
SRR10612065.5606727	chr5	107002234	107002516
SRR10612065.5606756	chr14	20811234	20811338
SRR10612065.5606765	chr4	24420620	24420797
SRR10612065.5606828	chr20	33298760	33300061
SRR10612065.5606835	chr14	50320493	50329547
SRR10612065.5606869	chr12	133143912	133144157
SRR10612065.5606961	chr14	50320495	50329541
SRR10612065.5606987	chr1	169937953	169938089
SRR10612065.5607042	chr7	44918532	44918712
SRR10612065.5607076	chr10	60811948	60812328
SRR10612065.5607220	chr5	141193045	141193270
SRR10612065.5607223	chr14	20811274	20811392
SRR10612065.5607228	chr2	241656148	241656314
SRR10612065.5607262	chr14	50320489	50329547
SRR10612065.5607408	chr6	58774850	58778022
SRR10612065.5607633	chr19	53121230	53121436
SRR10612065.5607768	chr14	50320501	50329545
SRR10612065.5607804	chr1	241243588	241243675
SRR10612065.5607945	chr16	67662276	67663437
SRR10612065.5607962	chr14	20811249	20811427
SRR10612065.5608072	chr4	30890361	30890511
SRR10612065.5608088	chr11	94371550	94408933
SRR10612065.5608103	chr12	22840518	22841115
SRR10612065.5608130	chr14	50320493	50329547
SRR10612065.5608225	chr11	85428528	85438975
SRR10612065.5608231	chr7	69749795	69750321
SRR10612065.5608239	chr10	64952939	64953161
SRR10612065.5608443	chr3	179695423	179695896
SRR10612065.5608454	chr14	20811230	20811338
SRR10612065.5608491	chr14	20811263	20811418
SRR10612065.5608627	chr10	73822274	73822420
SRR10612065.5608776	chr4	7809390	7809733
SRR10612065.5608881	chr2	243056428	243056593
SRR10612065.5608891	chr14	20811283	20811410
SRR10612065.5608903	chr14	50320502	50329515
SRR10612065.5609062	chr13	67681256	67681480
SRR10612065.5609325	chr3	54697409	54697538
SRR10612065.5609402	chr2	241653942	241654166
SRR10612065.5609560	chrX	128096464	128255197
SRR10612065.5609585	chr3	129546783	129547252
SRR10612065.5609605	chr5	55506591	55506860
SRR10612065.5609723	chr3	57651391	57651697
SRR10612065.5609737	chr15	64067264	64067394
SRR10612065.5609782	chr5	65019909	65020041
SRR10612065.5609891	chr5	160721207	160757969
SRR10612065.5609899	chrX	147743555	147744040
SRR10612065.5609935	chr14	50320400	50329390
SRR10612065.5610039	chr9	101460239	101460417
SRR10612065.5610094	chr14	50320460	50329497
SRR10612065.5610241	chr1	182352789	182353047
SRR10612065.5610296	chr4	94214444	94214735
SRR10612065.5610350	chr14	50320493	50329547
SRR10612065.5610450	chr7	24663282	24708279
SRR10612065.5610540	chr15	83349011	83349217
SRR10612065.5610562	chr9	87325762	87325905
SRR10612065.5610744	chr14	20811264	20811408
SRR10612065.5610748	chr2	230356616	230359758
SRR10612065.5610813	chr9	23762099	23762239
SRR10612065.5610834	chr2	203329532	203332412
SRR10612065.5610997	chr14	50320494	50329547
SRR10612065.5611002	chr14	20811244	20811352
SRR10612065.5611013	chr1	201828008	201832615
SRR10612065.5611056	chr3	151106368	151106462
SRR10612065.5611096	chr21	10454171	10454274
SRR10612065.5611180	chr2	198785772	198785886
SRR10612065.5611269	chr14	50320493	50329547
SRR10612065.5611321	chr7	116714574	116714738
SRR10612065.5611371	chr19	11944052	12023112
SRR10612065.5611405	chr12	112692203	112692555
SRR10612065.5611592	chr14	50320454	50329489
SRR10612065.5611688	chr14	50320492	50329547
SRR10612065.5611718	chr5	109049219	109051966
SRR10612065.5612023	chr14	20811230	20811452
SRR10612065.5612079	chr17	17079740	17080637
SRR10612065.5612097	chr4	114203912	114213646
SRR10612065.5612185	chr11	133903176	133903333
SRR10612065.5612415	chr11	64085709	64085807
SRR10612065.5612516	chr14	50320363	50329428
SRR10612065.5612520	chr14	20811265	20811425
SRR10612065.5612626	chr2	225649518	225649877
SRR10612065.5612640	chr14	20811265	20811409
SRR10612065.5612949	chr5	36680504	36680689
SRR10612065.5612978	chr9	38548042	38563553
SRR10612065.5613032	chrX	73210472	73210670
SRR10612065.5613143	chr11	88240108	88240290
SRR10612065.5613190	chr7	20434517	20438608
SRR10612065.5613357	chr14	50320516	50329547
SRR10612065.5613369	chr5	175388306	175392017
SRR10612065.5613417	chr14	20811283	20811568
SRR10612065.5613479	chrX	17151982	17153495
SRR10612065.5613785	chr7	45621383	45621559
SRR10612065.5613834	chr14	50320494	50329547
SRR10612065.5613900	chr1	78198787	78198945
SRR10612065.5613918	chr14	50320493	50329547
SRR10612065.5613989	chr6	105259251	105281057
SRR10612065.5614126	chr5	93792539	93792695
SRR10612065.5614255	chr12	124228763	124229166
SRR10612065.5614422	chr12	19646777	19653084
SRR10612065.5614505	chr4	41015600	41016418
SRR10612065.5614660	chr14	20811283	20811431
SRR10612065.5614714	chr16	58509514	58528913
SRR10612065.5614771	chr14	50320494	50329547
SRR10612065.5614823	chr17	60071354	60071601
SRR10612065.5614836	chr2	230356616	230359757
SRR10612065.5614894	chr8	65142068	65142206
SRR10612065.5615016	chr1	213303084	213341316
SRR10612065.5615110	chr1	144707554	144707788
SRR10612065.5615177	chr5	122881374	122885995
SRR10612065.5615232	chrX	1532973	1697565
SRR10612065.5615242	chr14	58470164	58470436
SRR10612065.5615260	chr2	230356618	230359757
SRR10612065.5615435	chr14	50320477	50329547
SRR10612065.5615446	chr19	23526165	23663970
SRR10612065.5615480	chr12	112743982	112746662
SRR10612065.5615486	chr14	20811245	20811338
SRR10612065.5615524	chr9	86249930	86250041
SRR10612065.5615553	chr14	50320449	50329548
SRR10612065.5615573	chr7	79828606	79833042
SRR10612065.5615589	chr14	20811269	20811468
SRR10612065.5615660	chr22	44168862	44178166
SRR10612065.5615663	chr1	67057006	67057163
SRR10612065.5615841	chr8	3800899	3801162
SRR10612065.5615992	chr19	34718749	34719121
SRR10612065.5616066	chr14	20811230	20811335
SRR10612065.5616093	chr14	20811283	20811442
SRR10612065.5616120	chr8	56705906	56706116
SRR10612065.5616133	chr14	50320489	50329547
SRR10612065.5616134	chr4	144464660	144465126
SRR10612065.5616255	chr14	20811252	20811343
SRR10612065.5616340	chr1	1606913	1669850
SRR10612065.5616556	chr8	73121418	73121676
SRR10612065.5616747	chr14	20811265	20811346
SRR10612065.5616749	chr10	86130854	86131074
SRR10612065.5616750	chr17	46134698	46134801
SRR10612065.5616805	chr17	43531085	43531263
SRR10612065.5616966	chr2	230356641	230356743
SRR10612065.5617034	chr7	158322413	158322627
SRR10612065.5617212	chr1	36283145	36283322
SRR10612065.5617247	chr14	20811283	20811425
SRR10612065.5617255	chr2	70932370	70932520
SRR10612065.5617345	chr14	50320400	50329471
SRR10612065.5617412	chr1	28104592	28104681
SRR10612065.5617419	chr2	230356616	230359758
SRR10612065.5617488	chr2	230356616	230359758
SRR10612065.5617504	chr4	186180076	186185628
SRR10612065.5617539	chr2	136393754	136393997
SRR10612065.5617676	chr6	73877224	73877396
SRR10612065.5617687	chr2	230356619	230356750
SRR10612065.5617766	chr7	5632708	5632818
SRR10612065.5617769	chr14	50320494	50329547
SRR10612065.5617771	chr3	128514203	128532314
SRR10612065.5617898	chr9	35147809	35148395
SRR10612065.5618028	chr19	3977824	3977905
SRR10612065.5618235	chr6	62388818	62390923
SRR10612065.5618273	chr14	50320478	50329547
SRR10612065.5618407	chr2	230356616	230356750
SRR10612065.5618515	chr14	50320485	50329547
SRR10612065.5618523	chr14	50320493	50329566
SRR10612065.5618546	chr14	20811248	20811496
SRR10612065.5618649	chr9	86280034	86281350
SRR10612065.5618874	chr19	580392	580723
SRR10612065.5619270	chr5	176370336	176385158
SRR10612065.5619311	chr12	6840467	6840632
SRR10612065.5619415	chr14	50320364	50329512
SRR10612065.5619469	chr11	84024969	84025128
SRR10612065.5619473	chr2	86361412	86362109
SRR10612065.5619487	chr5	36958204	36962271
SRR10612065.5619509	chr5	87498784	87524338
SRR10612065.5619654	chr3	37327527	37360649
SRR10612065.5619724	chrX	17043262	17047744
SRR10612065.5619765	chr1	213302868	213349849
SRR10612065.5619791	chr2	230356617	230359756
SRR10612065.5619863	chr5	92976442	92976646
SRR10612065.5619944	chr14	50320494	50329547
SRR10612065.5620038	chr14	20811234	20811338
SRR10612065.5620040	chr10	32832226	32873230
SRR10612065.5620057	chr17	9908821	9909053
SRR10612065.5620088	chr10	134209555	134209751
SRR10612065.5620358	chr16	57129122	57129262
SRR10612065.5620386	chr11	92069613	92069872
SRR10612065.5620406	chr14	55168900	55169129
SRR10612065.5620445	chr11	120352065	120352227
SRR10612065.5620450	chr15	67817423	67817771
SRR10612065.5620463	chr11	46105728	46113762
SRR10612065.5620503	chr19	20841928	20853183
SRR10612065.5620522	chr14	36008066	36008166
SRR10612065.5620550	chr1	53052460	53053095
SRR10612065.5620727	chr8	95848785	95850804
SRR10612065.5620745	chr4	15818134	15826557
SRR10612065.5620786	chr17	79946679	79946832
SRR10612065.5620791	chr1	51736125	51736316
SRR10612065.5620835	chr19	1261127	1261640
SRR10612065.5620929	chr14	20811244	20811337
SRR10612065.5621161	chr3	178745507	178785352
SRR10612065.5621293	chr6	122772516	122772814
SRR10612065.5621316	chr5	7570248	7570444
SRR10612065.5621437	chrX	39647089	39647467
SRR10612065.5621474	chr14	50320481	50329547
SRR10612065.5621611	chr5	175307532	175307853
SRR10612065.5621637	chr13	74708543	74708657
SRR10612065.5621810	chr12	52201420	52201527
SRR10612065.5621854	chr11	28309527	28310015
SRR10612065.5621977	chr14	20811255	20811368
SRR10612065.5622031	chr1	77747772	77747887
SRR10612065.5622062	chr1	8601311	8616634
SRR10612065.5622155	chr5	114950869	114951019
SRR10612065.5622231	chr14	50320493	50329547
SRR10612065.5622232	chr2	230356630	230356739
SRR10612065.5622473	chr15	43909917	44009449
SRR10612065.5622608	chr10	63808077	63808491
SRR10612065.5622656	chr14	50320466	50329542
SRR10612065.5622680	chr5	137175352	137175481
SRR10612065.5622887	chr19	12754149	12754255
SRR10612065.5622893	chr5	149626220	149626417
SRR10612065.5622922	chr3	123168435	123168623
SRR10612065.5623118	chr8	105105743	105105860
SRR10612065.5623179	chr7	45621452	45621568
SRR10612065.5623260	chr14	50320494	50329547
SRR10612065.5623281	chr14	50320468	50329547
SRR10612065.5623338	chr2	142666493	142666640
SRR10612065.5623353	chr9	45584365	45584494
SRR10612065.5623444	chr15	78111034	78111285
SRR10612065.5623513	chr8	26435549	26435694
SRR10612065.5623518	chr10	82279227	82279458
SRR10612065.5623599	chr2	149845068	149845688
SRR10612065.5623614	chr14	75378337	75378430
SRR10612065.5623669	chr12	108985725	108985907
SRR10612065.5623951	chr3	18507453	18568702
SRR10612065.5624272	chr14	20811232	20811351
SRR10612065.5624307	chr12	89745978	89746096
SRR10612065.5624341	chr2	238631668	238631941
SRR10612065.5624396	chr14	50320359	50329399
SRR10612065.5624401	chr1	7837268	7837370
SRR10612065.5624409	chrX	56591380	56591638
SRR10612065.5624417	chr12	6761437	6762165
SRR10612065.5624470	chr3	107749065	107749347
SRR10612065.5624525	chr14	50320412	50329413
SRR10612065.5624528	chr14	20811256	20811381
SRR10612065.5624580	chr14	20811246	20811367
SRR10612065.5624617	chr5	127477636	127483385
SRR10612065.5624874	chr17	48655586	48655709
SRR10612065.5624980	chr14	50320416	50329458
SRR10612065.5625008	chr17	77130512	77130738
SRR10612065.5625082	chr17	49290536	49480248
SRR10612065.5625086	chr2	112652087	112652222
SRR10612065.5625235	chr6	143145483	143145640
SRR10612065.5625394	chr2	230356621	230356726
SRR10612065.5625420	chr15	43909917	44009434
SRR10612065.5625431	chr21	45805671	45805909
SRR10612065.5625547	chr11	83948709	83948809
SRR10612065.5625609	chr2	24005841	24008978
SRR10612065.5625678	chr9	29095735	29096157
SRR10612065.5625686	chr2	230356616	230359757
SRR10612065.5625948	chr13	69559693	69560043
SRR10612065.5625967	chr14	50320493	50329547
SRR10612065.5625986	chr11	125657998	125658229
SRR10612065.5625992	chr16	83845858	83845958
SRR10612065.5626074	chr10	116879949	117154264
SRR10612065.5626692	chr14	50320493	50329547
SRR10612065.5626722	chr3	57659620	57659829
SRR10612065.5626740	chr14	50320531	50329547
SRR10612065.5626810	chr1	54317821	54325827
SRR10612065.5626815	chr12	120954370	120960167
SRR10612065.5626838	chr12	114187547	114187784
SRR10612065.5627138	chr4	132757501	132757625
SRR10612065.5627330	chr13	48637689	48637809
SRR10612065.5627342	chr6	25472207	25472373
SRR10612065.5627381	chr2	8943060	8946445
SRR10612065.5627412	chr2	111952819	111952946
SRR10612065.5627439	chr14	20811266	20811368
SRR10612065.5627464	chr8	141791600	141791730
SRR10612065.5627597	chr12	69983938	69984054
SRR10612065.5627603	chr7	91981788	91981941
SRR10612065.5627639	chr2	170590435	170591582
SRR10612065.5627671	chr1	228334595	228335204
SRR10612065.5627680	chr14	53009094	53010255
SRR10612065.5627722	chr5	31552994	31553166
SRR10612065.5627750	chr8	68000026	68000166
SRR10612065.5627838	chr8	62563609	62565073
SRR10612065.5628020	chr1	240071697	240071875
SRR10612065.5628191	chr14	19010522	19013040
SRR10612065.5628204	chr2	230356616	230359758
SRR10612065.5628318	chr14	50320493	50329547
SRR10612065.5628360	chr1	161197515	161197761
SRR10612065.5628455	chr17	75564145	75564423
SRR10612065.5628520	chr7	91924312	91936749
SRR10612065.5628568	chr14	20811254	20811496
SRR10612065.5628597	chr14	20811236	20811442
SRR10612065.5628632	chr10	85185030	85185266
SRR10612065.5628676	chr11	72356556	72356732
SRR10612065.5628700	chr21	30693739	30698480
SRR10612065.5628719	chr2	230356616	230359758
SRR10612065.5628849	chr9	137329559	137329912
SRR10612065.5628881	chr14	50320494	50329547
SRR10612065.5628939	chr14	50320540	50329578
SRR10612065.5628961	chrX	2823863	2824156
SRR10612065.5629214	chr2	230356616	230359758
SRR10612065.5629276	chr5	6268727	6268879
SRR10612065.5629422	chr2	230356616	230359758
SRR10612065.5629445	chr12	111062810	111062912
SRR10612065.5629512	chr8	4734661	4737067
SRR10612065.5629595	chr2	148657101	148657376
SRR10612065.5629775	chr14	50320493	50329547
SRR10612065.5629829	chr1	237433816	237494206
SRR10612065.5629856	chr1	148595221	148757647
SRR10612065.5629906	chr14	20811231	20811375
SRR10612065.5630020	chr9	140809146	140811883
SRR10612065.5630041	chr14	89041072	89044466
SRR10612065.5630056	chr7	111983245	111983538
SRR10612065.5630143	chr10	12191619	12192122
SRR10612065.5630446	chr4	1369095	1369273
SRR10612065.5630530	chr14	50320446	50329556
SRR10612065.5630578	chr12	1399054	1399183
SRR10612065.5630633	chr3	52780685	52785989
SRR10612065.5630645	chr17	26488721	26488836
SRR10612065.5630647	chr10	75270076	75270240
SRR10612065.5630701	chr14	50320405	50329455
SRR10612065.5630736	chr14	50320485	50329547
SRR10612065.5630910	chr10	82193895	82194060
SRR10612065.5630913	chr16	18853576	18856873
SRR10612065.5630920	chr14	90872525	90872742
SRR10612065.5631032	chr18	74699225	74699435
SRR10612065.5631147	chr1	146737710	146739157
SRR10612065.5631149	chr15	44270998	44271193
SRR10612065.5631251	chr2	74602509	74602631
SRR10612065.5631273	chr14	70598175	70598467
SRR10612065.5631310	chr6	163984616	163984739
SRR10612065.5631391	chr12	53447235	53448179
SRR10612065.5631456	chr10	12866465	12870948
SRR10612065.5631582	chr11	65272034	65272204
SRR10612065.5631701	chr14	20811246	20811561
SRR10612065.5631898	chr10	76982265	76982362
SRR10612065.5631921	chr3	179096175	179103444
SRR10612065.5632103	chr22	41997099	42000125
SRR10612065.5632214	chr14	20811244	20811360
SRR10612065.5632262	chr5	693602	693779
SRR10612065.5632319	chr14	94527295	94528728
SRR10612065.5632362	chr14	32798523	32798612
SRR10612065.5632392	chr16	47531364	47533803
SRR10612065.5632427	chr4	41419121	41419284
SRR10612065.5632610	chr14	50320493	50329547
SRR10612065.5632654	chr14	50320479	50329547
SRR10612065.5632799	chr2	196601695	196601846
SRR10612065.5632824	chr2	230356640	230356747
SRR10612065.5632830	chr2	149854480	149854632
SRR10612065.5632851	chr14	50320516	50329514
SRR10612065.5632883	chr14	20811230	20811347
SRR10612065.5632965	chr13	50568037	50571248
SRR10612065.5633014	chr5	178044418	178045682
SRR10612065.5633189	chr13	40268770	40325282
SRR10612065.5633242	chr15	85081763	85098311
SRR10612065.5633395	chr14	20811283	20811403
SRR10612065.5633624	chr12	130908404	130908567
SRR10612065.5633749	chr1	90472396	90472579
SRR10612065.5633861	chr17	40738081	40738886
SRR10612065.5633889	chr15	59323093	59323839
SRR10612065.5633945	chr14	50320478	50329514
SRR10612065.5633949	chr16	27715218	27751650
SRR10612065.5633970	chr5	145044845	145197519
SRR10612065.5634026	chr16	47156569	47165936
SRR10612065.5634116	chr9	86293471	86297946
SRR10612065.5634316	chr14	50320403	50329401
SRR10612065.5634322	chr8	85772056	85772170
SRR10612065.5634368	chr14	50320518	50329529
SRR10612065.5634414	chr4	151656409	151729552
SRR10612065.5634430	chr12	49390408	49390944
SRR10612065.5634470	chr14	50320373	50329428
SRR10612065.5634472	chr14	102441493	102441900
SRR10612065.5634542	chr19	2716715	2716953
SRR10612065.5634543	chr5	43619998	43620141
SRR10612065.5634689	chr6	15660527	15660678
SRR10612065.5634803	chr14	20811317	20811435
SRR10612065.5634897	chr14	20811283	20811410
SRR10612065.5634899	chr11	18028179	18029569
SRR10612065.5635067	chr19	531967	532097
SRR10612065.5635083	chr12	42604209	42604471
SRR10612065.5635260	chr4	62137950	62138090
SRR10612065.5635281	chr9	113734351	113735841
SRR10612065.5635340	chr13	61018817	61041490
SRR10612065.5635357	chr2	230356616	230359758
SRR10612065.5635436	chr7	31112649	31112796
SRR10612065.5635465	chr14	20811264	20811502
SRR10612065.5635501	chr7	130791209	130791392
SRR10612065.5635520	chr14	20811267	20811352
SRR10612065.5635572	chr11	95881825	95881943
SRR10612065.5635653	chr1	564566	564685
SRR10612065.5635788	chr5	115910156	115910356
SRR10612065.5635855	chr2	162361647	162361928
SRR10612065.5635915	chr14	20811283	20811382
SRR10612065.5636045	chr17	80521228	80526079
SRR10612065.5636096	chr14	20811246	20811352
SRR10612065.5636140	chr1	228328825	228328933
SRR10612065.5636247	chr10	105108504	105108756
SRR10612065.5636368	chr8	110622821	110622986
SRR10612065.5636482	chr6	56672628	56672895
SRR10612065.5636497	chr1	51887202	51887442
SRR10612065.5636599	chr8	101724613	101724970
SRR10612065.5636641	chr14	20811283	20811410
